EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_AUSD,PRICE_JPY
256,6.236502,5-4-2021,1.0057527447425711,1.1834195167997104,,130.98530994258005
257,7.301886,10-4-2021,1.0120241030479642,1.2043891358213494,,132.07932989477456
258,6.930956,15-4-2021,1.215092125914603,1.4561052030119335,,158.52762955711222
259,7.423161,20-4-2021,0.9922830928401558,1.194858148474349,,129.1761144315619
260,8.782989,25-4-2021,0.9184649607014803,1.1110808206966274,,119.89117595726965
261,7.152388,30-4-2021,1.084750118912631,1.3151260010143138,,143.18522011548447
262,7.268354,5-5-2021,1.0636510857026051,1.2779659806591444,,139.72002066546426
263,6.88185,10-5-2021,1.4569080349969932,1.7740322694519541,,192.54464975491175
264,8.878519,15-5-2021,1.6538427228090145,2.0084971185028992,,219.67937233625457
265,5.37452,20-5-2021,1.2466161013735275,1.5173694336333208,,165.84013356423705
266,6.492366,25-5-2021,1.2633274963966594,1.543146196143331,,167.9792260311007
267,6.465336,30-5-2021,1.1611064063409828,1.4156847474142424,,155.51296266569742
268,6.771682,4-6-2021,1.5176026926080357,1.8410805442290892,,203.00674620942024
269,6.301113,9-6-2021,1.2992726037493694,1.5814104630520178,,173.13598031586085
270,7.276758,14-6-2021,1.293879898072177,1.5668237245333339,,171.88839669992916
271,6.796308,19-6-2021,1.1962243002383985,1.419139968156482,,156.38207838315185
272,6.919734,24-6-2021,1.0463758118941033,1.2483605486687026,,138.58424958935848
273,6.555259,29-6-2021,1.1165023468191397,1.3318537800819263,,147.30036436950118
274,6.543041,4-7-2021,1.188060646032003,1.4096155624434996,,156.51666397591373
275,6.992455,9-7-2021,1.1369449446557645,1.3468246740938277,,147.9123261830064
276,8.312669,14-7-2021,1.0740718214066387,1.264671768275158,,139.87269757123246
277,5.085663,19-7-2021,1.0074595231738694,1.1900065239474007,,130.74423177631485
278,7.391846,24-7-2021,1.022163056305609,1.203239820067367,,133.0199371879917
279,7.22848,29-7-2021,1.0838846999389706,1.2840181960693164,,141.0936974659787
280,7.709532,3-8-2021,1.106650952028966,1.314092238745016,,143.6223971413976
