EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
213,3.258464,23-8-2020,0.10624465946995454,0.12531555685950455,13.259509409803794
214,2.899286,28-8-2020,0.0903742505301071,0.10683596306265304,11.393093936964354
215,2.747633,2-9-2020,0.10434076305930337,0.12445625402929679,13.17506350779537
216,2.463641,7-9-2020,0.07854388951327736,0.09296928225595855,9.882774157731802
217,2.3348,12-9-2020,0.08181688965717089,0.09691705074914046,10.28822952227501
218,2.570171,17-9-2020,0.07731274385636264,0.09129471151418299,9.58887755159661
219,2.730217,22-9-2020,0.0683061211301881,0.08036695005952045,8.413214166980927
220,2.397167,27-9-2020,0.08230671755734925,0.09573509661982581,10.10876458718398
221,2.886346,2-10-2020,0.08350380814999185,0.09806671538460612,10.350990842202872
222,2.512458,7-10-2020,0.07910936054496243,0.0928423176438943,9.809255070665653
223,3.812952,12-10-2020,0.08992279584588954,0.10630428637650947,11.228390248518805
224,1.830853,17-10-2020,0.08882858103960023,0.10407566612724076,10.97217289680745
225,4.280715,22-10-2020,0.08924674546764463,0.10578746134929869,11.070816511396096
226,3.042659,27-10-2020,0.08744108931480264,0.10326744484141924,10.82583604506049
227,2.517836,1-11-2020,0.07952868991456136,0.09286959263589264,9.719267217309385
228,2.662629,6-11-2020,0.08235215021985755,0.09750582263266826,10.100335649050205
229,2.645141,11-11-2020,0.0893835903102505,0.10562814231721475,11.11936891359091
230,3.940638,16-11-2020,0.08504318576676775,0.10073652624425576,10.545099567248693
231,2.906522,21-11-2020,0.09921368480621329,0.1176356652567512,12.217875464896686
232,2.9155,26-11-2020,0.13064942175962166,0.155687562647238,16.254715665747575
233,2.328835,1-12-2020,0.14281948178777315,0.17050059426844394,17.783552983387235
234,2.740948,6-12-2020,0.1316121691319751,0.1595540768382783,16.62354106347958
235,2.174375,11-12-2020,0.11708002887415929,0.1421819715953808,14.812375618835123
236,3.246317,16-12-2020,0.1267978092290496,0.15412399322845466,15.973950092173355
237,2.572964,21-12-2020,0.13264118664731564,0.16204943128942723,16.76223112314704
238,2.940122,26-12-2020,0.1290560992147355,0.15734710950345682,16.285427133294945
239,2.7136,31-12-2020,0.14999855734958248,0.18449303575089104,19.029349679489897
240,2.957324,5-1-2021,0.17869487392349415,0.2188884921904594,22.573313534125514
241,2.584606,10-1-2021,0.27244992253231376,0.33306999365805395,34.62195970076743
242,2.676991,15-1-2021,0.25521547237546116,0.3101366394448269,32.20257275179442
243,3.386896,20-1-2021,0.3042356278701491,0.3693457419983242,38.371698481947874
244,2.329837,25-1-2021,0.28936154056449437,0.35209629856051367,36.54569406213742
245,3.791997,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
246,2.999292,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
247,3.547468,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
248,2.877527,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
249,3.15853,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
250,3.448239,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
251,3.03531,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
252,3.342275,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
253,3.59598,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
254,2.767806,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
255,3.066338,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
256,2.511739,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
257,2.942842,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
258,2.795474,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
259,2.993993,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
260,3.542452,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
261,2.88478,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
262,2.931553,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
263,2.775664,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
264,3.580983,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
265,2.167711,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
266,2.618573,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
267,2.607671,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,2.73123,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,2.541435,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,2.934943,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,2.741162,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
272,2.790944,14-6-2021,1.293879898072177,1.5668237245333339,171.88839669992916
